kernel,mode/TS,size,cycles,INDRD,INDWR,INDRMW,STRRD,RANGE,ALUS,ALUV,INV,IDLE,Total,IND_Fill,IND_Drain,IND_Build,IND_Request,Avg-SPD-Latency,L1-SPD-Hits,L1-SPD-Misses,M1-SPD-Hits,M1-SPD-Misses,L2-SPD-Hits,L2-SPD-Misses,M2-SPD-Hits,M2-SPD-Misses,L3-SPD-Hits,L3-SPD-Misses,M3-SPD-Hits,M3-SPD-Misses,Avg-6-Latency,L1-6-Hits,L1-6-Misses,M1-6-Hits,M1-6-Misses,L2-6-Hits,L2-6-Misses,M2-6-Hits,M2-6-Misses,L3-6-Hits,L3-6-Misses,M3-6-Hits,M3-6-Misses,Avg-7-Latency,L1-7-Hits,L1-7-Misses,M1-7-Hits,M1-7-Misses,L2-7-Hits,L2-7-Misses,M2-7-Hits,M2-7-Misses,L3-7-Hits,L3-7-Misses,M3-7-Hits,M3-7-Misses,Avg-8-Latency,L1-8-Hits,L1-8-Misses,M1-8-Hits,M1-8-Misses,L2-8-Hits,L2-8-Misses,M2-8-Hits,M2-8-Misses,L3-8-Hits,L3-8-Misses,M3-8-Hits,M3-8-Misses,Avg-9-Latency,L1-9-Hits,L1-9-Misses,M1-9-Hits,M1-9-Misses,L2-9-Hits,L2-9-Misses,M2-9-Hits,M2-9-Misses,L3-9-Hits,L3-9-Misses,M3-9-Hits,M3-9-Misses,Avg-10-Latency,L1-10-Hits,L1-10-Misses,M1-10-Hits,M1-10-Misses,L2-10-Hits,L2-10-Misses,M2-10-Hits,M2-10-Misses,L3-10-Hits,L3-10-Misses,M3-10-Hits,M3-10-Misses,Avg-11-Latency,L1-11-Hits,L1-11-Misses,M1-11-Hits,M1-11-Misses,L2-11-Hits,L2-11-Misses,M2-11-Hits,M2-11-Misses,L3-11-Hits,L3-11-Misses,M3-11-Hits,M3-11-Misses,Avg-12-Latency,L1-12-Hits,L1-12-Misses,M1-12-Hits,M1-12-Misses,L2-12-Hits,L2-12-Misses,M2-12-Hits,M2-12-Misses,L3-12-Hits,L3-12-Misses,M3-12-Hits,M3-12-Misses,Avg-13-Latency,L1-13-Hits,L1-13-Misses,M1-13-Hits,M1-13-Misses,L2-13-Hits,L2-13-Misses,M2-13-Hits,M2-13-Misses,L3-13-Hits,L3-13-Misses,M3-13-Hits,M3-13-Misses,Avg-14-Latency,L1-14-Hits,L1-14-Misses,M1-14-Hits,M1-14-Misses,L2-14-Hits,L2-14-Misses,M2-14-Hits,M2-14-Misses,L3-14-Hits,L3-14-Misses,M3-14-Hits,M3-14-Misses,Avg-15-Latency,L1-15-Hits,L1-15-Misses,M1-15-Hits,M1-15-Misses,L2-15-Hits,L2-15-Misses,M2-15-Hits,M2-15-Misses,L3-15-Hits,L3-15-Misses,M3-15-Hits,M3-15-Misses,Avg-16-Latency,L1-16-Hits,L1-16-Misses,M1-16-Hits,M1-16-Misses,L2-16-Hits,L2-16-Misses,M2-16-Hits,M2-16-Misses,L3-16-Hits,L3-16-Misses,M3-16-Hits,M3-16-Misses,Avg-T-Latency,L1-T-Hits,L1-T-Misses,M1-T-Hits,M1-T-Misses,L2-T-Hits,L2-T-Misses,M2-T-Hits,M2-T-Misses,L3-T-Hits,L3-T-Misses,M3-T-Hits,M3-T-Misses,LDFP,STFP,VFP,SFP,SINT,VINT,LDINT,STINT,VEC,Total,LSQ-LD-OCC,DRAM-RD,DRAM-WR,DRAM-ACT,DRAM-RD-BW,DRAM-WR-BW,DRAM-total-BW,DRAM-RB-hitrate,DRAM-CTRL-occ,DRAM-PRE-STB-energy,DRAM-ACT-STB-energy,DRAM-ACTPRE-energy,DRAM-RD-energy,DRAM-WR-energy,DRAM-DQ-energy,DRAM-Total-energy,CORE-ST-Power,CORE-DY-Power,CORE-Power,LLC-ST-Power,LLC-DY-Power,LLC-Power,CORE-ST-Energy,CORE-DY-Energy,CORE-Energy,LLC-ST-Energy,LLC-DY-Energy,LLC-Energy,
GZZ,MAA/4K,2M,50303597.0,15534959,0,32087738,48953699,0,19153685,0,136808,112467,115866889,2005175,0,0,45617522,6.671804,2129964,7656,6938,718,0,0,0,718,0,0,0,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.362937,525986,4660,4659,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.267467,2862796,14604,12753,1851,1097,35,1,756,12,8,1,728,5700689,1900282,0,3800445,42905607,0,3215903,21513,0,61345458,2.8834988899991387,7249556,3187309,641236,27.44404616739401,12.06593277515898,39.50997894255299,93.85604776913374,31.321860299999997,0.208451484375,17.328489862125,2.54262816,20.182763904,7.496550768,17.86791288,65.6267970585,0,0,0,0,0,0,0,0,0,0,0,0,
GZZ,MAA/8K,2M,42371027.0,13059468,0,27009170,40522217,0,16782780,0,68566,340168,97442201,1566435,0,0,38502203,6.657552,2147425,7179,6810,369,0,0,0,369,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.225229,527727,7129,7127,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.408652,3211533,22860,21895,965,548,36,1,418,12,8,1,390,5700689,1900282,0,3800445,47789752,0,3643322,11021,0,66646286,2.956987372129828,6297996,2711809,426285,28.305391290470833,12.187815751235856,40.49320704170669,95.26865453802829,31.6246862,0.138645335625,14.645637166875002,1.6908198,17.533620864,6.378174768,15.42478616,55.81168409450001,0,0,0,0,0,0,0,0,0,0,0,0,
GZZ,MAA/16K,2M,32207979.0,10023186,0,20305436,30962161,0,14985574,0,34396,67749,76310753,1410661,0,0,28917961,8.005494,2142691,12931,12733,198,0,0,0,198,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.707827,521645,13533,13531,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.019346,2930548,23258,22753,505,269,36,0,238,12,9,1,210,5700689,1900282,0,3800445,41099370,0,3026810,5775,0,59334024,3.2569205970872623,4959035,2042647,309961,29.320371080998797,12.077181957273732,41.39755303827253,95.57304944726138,32.09319495,0.100757686875,11.138996894625,1.22902956,13.80595344,4.804305744,11.986879583999999,43.065922909499996,0,0,0,0,0,0,0,0,0,0,0,0,
GZZ,MAA/32K,2M,22259768.0,6985943,0,13423784,21088727,0,9533548,0,17306,45511,51049308,1488167,0,0,18921560,7.031557,2214811,9638,9529,109,0,0,0,109,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.04137,539717,12502,12500,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.275392,2410095,28605,28333,272,137,34,0,134,12,9,1,108,5700689,1900282,0,3800445,41330307,0,3043658,3153,0,59579127,4.82216558631806,3538165,1331919,235233,30.268663597757772,11.394439815684665,41.663103413442435,95.16983690630387,32.07320405,0.07646946,7.689245349000001,0.93274908,9.850251359999998,3.132673488,8.337583808,30.018972544999997,0,0,0,0,0,0,0,0,0,0,0,0,
GZPI,BASE,2M,85563833.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.192229,1783963,21558,5712,15846,8538,7308,1,7307,18,7289,0,7289,9.597079,2252373,30095,5707,24388,16746,6907,3,6904,848,6056,0,6056,99.432019,106365,515409,31604,483805,43362,440443,0,440443,336593,103850,0,103850,105.586691,97302,503431,20711,482720,42277,440443,0,440443,335513,104930,0,104930,144.749572,40259,469854,13430,456424,24472,431952,0,431952,256382,175570,0,175570,5.095889,607126,2132,148,1984,1918,66,0,66,24,42,0,42,104.475609,93585,486256,31219,455037,37887,417150,0,417150,312011,105139,0,105139,5.507079,1722149,1306,866,440,438,2,0,2,1,1,0,1,5.235798,716011,134,133,1,0,1,0,1,0,1,0,1,178.629051,10345,42184,22993,19191,6,19185,0,19185,0,19185,0,19185,0,0,0,0,0,0,0,0,0,0,0,0,0,38.323094,7681269,2026327,129634,1896693,170774,1725811,6,1725805,1214421,511354,1,511353,14469197,6180614,0,12577811,85986682,0,11399192,1965,0,140102316,11.586165188223463,3090831,521000,3202960,6.878928577326412,1.1595334034073879,8.0384619807338,11.320324788175299,1.398403225,1.04260677375,28.548202034250004,12.7107024,8.604873504,1.225392,6.183454671999999,58.315231384,0,0,0,0,0,0,0,0,0,0,0,0,
GZPI,MAA/1K,2M,48732047.0,40069462,0,0,18276689,2296633,0,0,0,8421864,60642784,1146462,0,0,38923000,5.976678,1888106,34300,30718,3582,0,0,0,3582,0,0,0,3582,6.431389,1514147,4508,323,4185,415,3770,31,3739,0,3739,0,3739,8.957181,2074103,10886,764,10122,5004,5118,611,4507,0,4507,0,4507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.29925,28,1038,0,1038,1034,4,0,4,0,4,3,1,5.193415,692018,33,31,2,0,2,0,2,0,2,0,2,164.579949,9861,42251,23080,19171,11,19160,0,19160,0,19160,0,19160,0,0,0,0,0,0,0,0,0,0,0,0,0,8.724998,6505434,93533,54645,38888,7201,28248,594,31056,12,27621,3,31020,14468878,6180066,0,12577687,54954568,0,5312120,94206,0,103078791,3.5415948767348926,8700048,369404,2286388,33.99716971668219,1.4435196773651442,35.44068939404733,74.79022988379012,24.4072657,0.744027695625,16.057029307875002,9.07171008,24.220933632,0.868838208,15.526901823999998,66.4894407475,0,0,0,0,0,0,0,0,0,0,0,0,
GZPI,MAA/2K,2M,45829592.0,37263004,0,0,17569780,2237450,0,0,0,8346469,57070234,1205329,0,0,36057675,5.866975,1898998,16903,15132,1771,0,0,0,1771,0,0,0,1771,6.607063,1513668,4435,222,4213,409,3804,37,3767,0,3767,0,3767,9.181668,2074375,10808,683,10125,4932,5193,687,4506,0,4506,0,4506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.780899,5,529,1,528,522,6,0,6,0,6,1,5,5.186552,691791,6,5,1,0,1,0,1,0,1,0,1,165.052506,9915,42200,23025,19175,7,19168,0,19168,0,19168,0,19168,0,0,0,0,0,0,0,0,0,0,0,0,0,8.909873,6199548,79360,40989,38371,8115,28395,656,29497,18,27699,4,29453,14468878,6180066,0,12577687,50841647,0,4855081,47607,0,98459686,3.7568307513452663,8394661,369417,1608556,34.88132319011705,1.5349939406634134,36.41631713078046,81.6460328171429,25.36419295,0.523489025625,15.338023927875001,6.38256096,23.370736223999995,0.8688687839999999,15.004101536,61.4877804575,0,0,0,0,0,0,0,0,0,0,0,0,
GZPI,MAA/4K,2M,42810009.0,33974836,0,0,21984551,2203945,0,0,0,8427473,58163332,1437858,0,0,32536978,6.002597,1909841,9463,8523,940,0,0,0,940,0,0,0,940,6.692729,1516519,4431,176,4255,407,3848,27,3821,0,3821,0,3821,9.307932,2078062,10826,672,10154,4947,5207,683,4524,0,4525,0,4525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.720149,1,267,1,266,247,19,0,19,13,6,0,6,5.186306,692103,6,5,1,0,1,0,1,0,1,0,1,168.817107,9934,42276,23098,19178,7,19171,0,19171,0,19171,0,19171,0,0,0,0,0,0,0,0,0,0,0,0,0,8.554393,6409621,69085,32979,36106,6497,28488,694,28690,34,27738,2,28632,14468878,6180066,0,12577687,53930519,0,5093563,23887,0,101762026,3.9090112864333433,7833749,368319,1250733,34.84657590886634,1.6383797836997,36.48495569256604,84.75100425892592,25.62052155,0.40723335,14.437566798000002,4.96419948,21.809157216,0.866286288,14.041940416,56.526383548,0,0,0,0,0,0,0,0,0,0,0,0,
GZPI,MAA/8K,2M,38329001.0,28783669,0,0,19622393,2188001,0,0,0,8903299,50594063,1028808,0,0,27754861,5.95861,1911260,5258,4757,501,0,0,0,501,0,0,0,501,6.725859,1515790,4412,155,4257,402,3855,39,3816,0,3816,0,3816,9.413481,2077392,10885,663,10222,4953,5269,738,4531,0,4532,0,4532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.992537,0,134,0,134,61,73,0,73,67,6,0,6,5.186651,691878,6,5,1,0,1,0,1,0,1,0,1,165.649555,9932,42257,23079,19178,7,19171,0,19171,0,19171,0,19171,0,0,0,0,0,0,0,0,0,0,0,0,0,8.391996,6317517,64840,29565,35275,5508,28552,675,28356,78,27779,1,28257,14468878,6180066,0,12577687,55348929,0,5201659,12200,0,103276203,4.30679285958567,6884422,368251,1041160,34.20391087432885,1.8295834252145604,36.033494299543406,85.6444651509864,24.8645954,0.339228455625,12.960538993875002,4.134108,19.166230848,0.866126352,12.416576176,49.88280882550001,0,0,0,0,0,0,0,0,0,0,0,0,
GZPI,MAA/16K,2M,31725373.0,22515700,0,0,15943323,2188111,0,0,0,8380319,40647134,1085212,0,0,21430488,5.779762,1945903,2890,2619,271,0,0,0,271,0,0,0,271,6.708329,1528856,4411,152,4259,400,3859,33,3826,0,3826,0,3826,9.418637,2093779,11036,733,10303,4976,5327,760,4567,0,4568,0,4568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.823529,0,68,0,68,8,60,0,60,55,5,0,5,5.186624,691912,6,5,1,0,1,0,1,0,1,0,1,163.912453,9933,42279,23102,19177,7,19170,0,19170,0,19170,0,19170,0,0,0,0,0,0,0,0,0,0,0,0,0,8.173876,6250093,62134,27359,34775,5041,28551,698,28102,64,27770,1,28018,14468878,6180066,0,12577687,52690181,0,4949933,6581,0,100359803,5.003154830722904,5503609,366218,946318,33.03517590399162,2.198207766795934,35.23338367078755,83.87826421460122,23.959813099999998,0.308283729375,10.690555192125,3.75719928,15.322047456,0.861344736,10.049143824,40.9885742175,0,0,0,0,0,0,0,0,0,0,0,0,
GZPI,MAA/32K,2M,26126231.0,15609764,0,0,10971997,2186040,0,0,0,9432686,28767801,1131452,0,0,14478312,5.710195,1946620,1414,1283,131,0,0,0,131,0,0,0,131,6.528438,1528612,4416,154,4262,403,3859,30,3829,0,3829,0,3829,9.283036,2093702,11064,726,10338,4998,5340,737,4603,0,4606,0,4606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.029412,0,34,0,34,1,33,0,33,29,4,0,4,5.186587,691808,6,5,1,0,1,0,1,0,1,0,1,165.724909,9943,42239,23061,19178,7,19171,0,19171,0,19171,0,19171,0,0,0,0,0,0,0,0,0,0,0,0,0,7.765404,6188200,59697,25783,33914,4484,28739,747,28129,201,27773,1,27909,14468878,6180066,0,12577687,55933719,0,5239399,3556,0,103889618,5.8578190267439645,3981393,365008,852211,29.019776860710266,2.660488605966337,31.6802654666766,80.39272032193992,20.87812995,0.2779751025,8.7713445315,3.38614356,11.084198111999997,0.858498816,7.441038511999999,31.819198633999996,0,0,0,0,0,0,0,0,0,0,0,0,
GZZI,BASE,2M,56387247.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.407878,817049,28236,7524,20712,9429,10573,3,10570,731,9839,0,9839,115.7736,37397,479808,20129,459679,33259,426420,0,426420,316060,110360,0,110360,77.518979,204740,820057,362518,457539,51464,406075,0,406075,348785,57290,0,57290,5.123062,1295896,298,187,111,110,1,0,1,0,1,0,1,86.976196,66173,448497,17819,430678,45323,385355,0,385355,326016,59339,0,59339,5.8829,1425071,433,280,153,152,1,0,1,0,1,0,1,5.060672,723388,391,163,228,227,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.377293,4810667,1740489,401222,1339267,137835,1201101,5,1201096,968977,232092,1,232091,6920321,1901127,0,2436981,74069232,0,12657086,1922,0,128932000,12.630037969742538,1504424,256536,1583483,5.080718493231109,0.8663695868847718,5.947088080115881,10.078423132836633,0.8970381915,0.51469424625,19.04567344575,6.27837588,4.188316415999999,0.603372672,3.01476352,33.64519618,0,0,0,0,0,0,0,0,0,0,0,0,
GZZI,MAA/1K,2M,42235706.0,39533945,0,2226754,15486470,4455096,0,0,0,177745,61702265,1005977,0,0,40754722,5.876863,1485781,12717,10334,2383,0,0,0,2383,0,0,0,2383,12.718576,900661,13089,768,12321,7053,5268,452,4816,0,4816,0,4816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.291432,563,1036,0,1036,1024,12,0,12,1,11,2,9,14.712921,467620,15505,1099,14406,5186,9220,611,8609,0,8609,0,8609,23.938683,472230,52714,38002,14712,7716,6996,522,6474,1425,5049,0,5049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.996568,3624508,94573,49204,45369,21463,21637,1577,22331,1541,18504,2,20773,7602109,1900583,0,13,37347586,0,4934705,155895,0,80453862,5.638746506435858,8460520,235886,1960949,38.14635585947137,1.063550620797216,39.209906480268586,77.45104126923238,28.09983925,0.63757593,13.926297228000001,7.77640524,23.55408768,0.554803872,14.888247071999999,61.337417022000004,0,0,0,0,0,0,0,0,0,0,0,0,
GZZI,MAA/2K,2M,39497226.0,36675331,0,2522982,15402595,4402772,0,0,0,68986,59003680,860331,0,0,38337982,5.764501,1491289,6608,5407,1201,0,0,0,1201,0,0,0,1201,13.565834,901313,13638,753,12885,7265,5620,520,5100,0,5100,0,5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.518102,272,529,0,529,513,16,0,16,2,14,2,12,15.637536,466948,15926,1144,14782,5298,9484,637,8847,0,8847,0,8847,25.661224,476433,48371,34440,13931,7615,6316,566,5750,694,5056,0,5056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.728001,3575381,88007,41860,46147,23419,21604,1718,21012,779,19092,3,20215,7602089,1900578,0,13,36432144,0,4728363,78855,0,79252394,5.846605971428271,8167698,238255,1288519,39.379376725368076,1.148712085302685,40.52808881067076,84.67135136254034,29.99338815,0.41887257375,13.262221190250003,5.10926244,22.738871232,0.56037576,14.390991536,56.48059473200001,0,0,0,0,0,0,0,0,0,0,0,0,
GZZI,MAA/4K,2M,35329793.0,33255576,0,1693801,17993733,4368759,0,0,0,73400,57311869,1124756,0,0,33824621,5.750185,1498990,3525,2902,623,0,0,0,623,0,0,0,623,13.776107,904593,13857,801,13056,7424,5632,538,5094,0,5094,0,5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.308458,135,267,0,267,155,112,1,111,106,5,0,5,16.340576,468063,16182,1162,15020,5316,9704,716,8988,0,8988,0,8988,25.54876,480922,45701,32260,13441,7449,5992,598,5394,324,5070,0,5070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.448043,3507224,79597,36090,43507,21425,21511,1858,20225,483,19155,1,19726,7602109,1900583,0,13,33547213,0,4403236,39497,0,76001781,6.268791917060906,7611419,238780,938602,41.02610733021429,1.2870417340457239,42.31314906426001,88.04358972301212,30.9559021,0.305065605,11.956650135000002,3.72135192,21.190190496,0.56161056,13.439540688,51.174409404,0,0,0,0,0,0,0,0,0,0,0,0,
GZZI,MAA/8K,2M,31044126.0,28579683,0,1788751,17456379,4356322,0,0,0,150336,52181135,1083661,0,0,29284773,5.720562,1499502,1824,1510,314,0,0,0,314,0,0,0,314,13.867388,904264,13963,790,13173,7455,5718,560,5158,0,5158,0,5158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.283582,67,134,0,134,111,23,0,23,19,4,0,4,16.534927,467628,16293,1190,15103,5330,9773,736,9037,0,9038,0,9038,26.988589,480587,45622,32312,13310,7396,5914,620,5294,167,5127,0,5127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.817574,3476133,75081,33397,41684,20117,21293,1894,19675,207,19178,1,19453,7602101,1900581,0,13,35221854,0,4523861,19698,0,77776555,6.569012870782318,6665348,237957,746124,40.88642761732769,1.4596704712996897,42.34609808862738,89.19178567367369,31.2908945,0.24252351,10.540645992,2.95834704,18.556328832,0.559674864,11.81845816,44.675978398,0,0,0,0,0,0,0,0,0,0,0,0,
GZZI,MAA/16K,2M,24858152.0,22350367,0,1498390,13099967,4366271,0,0,0,262124,41314995,1150866,0,0,22697891,5.668337,1526157,961,814,147,0,0,0,147,0,0,0,147,14.048637,919742,14321,893,13428,7577,5851,619,5232,0,5232,0,5232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.382353,34,68,0,68,1,67,0,67,64,3,1,2,16.791678,475639,16568,1240,15328,5356,9972,791,9181,0,9182,0,9182,27.056979,489521,45634,32283,13351,7460,5891,653,5238,76,5164,0,5164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.802553,3411046,73405,32744,40661,19359,21166,1939,19364,161,19053,1,19189,7602053,1900569,0,13,34831913,0,4473221,10196,0,77325919,7.676361355201384,5292143,237151,637105,40.54137567803134,1.8167362037308536,42.3581118817622,88.47764289618168,31.098938949999997,0.207104679375,8.422892245125,2.526219,14.733326111999999,0.557779152,9.466151328,35.91347251649999,0,0,0,0,0,0,0,0,0,0,0,0,
GZZI,MAA/32K,2M,18845459.0,15685726,0,1517161,7383880,4366568,0,0,0,753708,28953335,1288736,0,0,15914151,5.629172,1526237,519,439,80,0,0,0,80,0,0,0,80,13.701939,919760,14246,890,13356,7515,5841,574,5267,0,5268,0,5268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.843137,17,34,0,34,0,34,0,34,31,3,0,3,16.40533,475550,16574,1255,15319,5411,9908,723,9185,0,9185,0,9185,26.207564,489787,45307,31985,13322,7462,5860,635,5225,41,5186,0,5186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.475215,3290279,70434,30895,39539,18379,21031,1797,19309,270,18951,1,19025,7602093,1900579,0,13,37458108,0,4704404,5471,0,80178616,9.452632062283811,3775959,236475,565713,38.15542635759866,2.3895398355525423,40.5449661931512,85.90100173610332,29.7429533,0.184026046875,6.349176284625001,2.24409228,10.512269856,0.5561892,6.869287008,26.7150406755,0,0,0,0,0,0,0,0,0,0,0,0,
